EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_5_v2_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/embedding_norm_Mean,Training/embedding_norm_Std,Training/embedding_norm_Max,Training/embedding_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
20,3.395456552505493,6200,-5471.60380,-827.84242,-4.41723,0.00145,3.39285,0.00110,-5460.90020,-5.01761,0.02482,-4.95180,-5.06974,3.42785,0.05927,3.53097,3.32676,-52.49329,0.98942,-49.21099,-54.78661,2236.78797,56.35237,2356.08203,2099.60864,5407.58218,612.34477,8823.25684,4266.84521,5111.95868,472.43208,7340.30469,3996.34619,0.00527,0.00109,0.00843,0.00207,307259.45414,91097.98422,659520.81250,139589.06250,256695.39844,74195.02430,468601.84375,117474.09375,1.24138,0.04062,1.33506,1.14159,1.62793,0.03991,1.73408,1.51343,2.00000,0.00000,2.00000,2.00000,-12.73073,5.21062,-6.46652,-20.00000,48.62635,0.56363,50.06184,46.93086,19.37500,0.36635,20.53364,18.40823,80.23493,13.36301,102.36650,65.24669,-2.51418,2.33185,3.01369,-12.44808,1.46010,0.20814,2.11927,0.68789,55.49570,5.01361,74.89674,46.30475,904.00165,241.08033,1262.46753,368.90390,-879.53709,298.29541,-358.59280,-1256.01526
21,3.4944279193878174,6400,-5477.99797,-1003.71904,-5.60447,0.00199,3.49107,0.00130,-5502.97432,-5.02554,0.02564,-4.95605,-5.09455,3.63985,0.06321,3.74999,3.53203,-55.33655,1.04853,-53.23260,-57.87352,2432.90294,61.34194,2549.07739,2322.95435,5815.07808,761.29936,8643.50488,4417.47852,5684.05129,567.25170,7205.35645,4117.30811,0.00562,0.00113,0.00917,0.00283,308429.02828,102889.76740,636356.12500,110699.29688,282104.45027,75059.15600,507748.40625,126228.17188,1.25784,0.04031,1.36721,1.13343,1.61521,0.04153,1.77318,1.52060,2.00000,0.00000,2.00000,2.00000,-12.28866,5.12866,-6.28491,-20.00000,48.84643,0.52662,50.27085,47.43437,19.23653,0.36155,20.17702,18.14956,79.67296,13.72832,102.58714,65.03172,-2.50163,2.25356,2.83699,-10.46846,1.48839,0.21581,2.02046,0.96699,54.81386,4.22589,72.38286,47.05331,886.96104,225.79224,1262.46753,359.69614,-851.35583,280.71647,-346.70068,-1256.01526
22,3.6085267066955566,6600,-5474.48945,-1030.00027,-5.64054,0.00191,3.60520,0.00135,-5490.98431,-5.03902,0.02828,-4.94934,-5.11747,3.86654,0.06771,3.98421,3.75112,-58.40607,1.07450,-54.84278,-61.01789,2646.62876,63.02496,2779.33276,2492.47534,6155.82957,595.32172,8063.05176,4939.58301,6177.58015,614.84408,8604.90039,4703.07910,0.00574,0.00112,0.00928,0.00290,327889.50664,97307.17971,580437.06250,133990.59375,326924.04531,94029.46201,565393.68750,135941.06250,1.27985,0.04156,1.37765,1.17083,1.59493,0.03987,1.68527,1.48854,2.00000,0.00000,2.00000,2.00000,-12.04667,5.09751,-5.59893,-20.00000,49.20314,0.58780,50.62817,47.48302,19.06766,0.39643,20.06534,18.14494,78.49887,13.17426,102.60870,65.15242,-1.98893,1.96722,1.51605,-11.57253,1.49000,0.22493,1.93876,0.80925,55.09456,4.27143,69.90157,46.93799,889.96485,233.36902,1262.46753,323.10300,-867.60061,286.71262,-352.32468,-1256.01526
23,3.8865952491760254,6800,-5489.67365,-1054.75550,-5.59954,0.00172,3.88352,0.00129,-5556.33115,-5.03886,0.02721,-4.96936,-5.11468,4.10775,0.07165,4.23252,3.98542,-60.98333,1.08770,-58.51638,-63.73252,2859.12929,68.01999,2999.21655,2706.13257,7648.47173,656.64026,9501.68848,6052.08203,7615.39000,708.85308,9827.53418,6088.05225,0.00610,0.00120,0.00914,0.00277,407184.21141,113056.18189,702813.56250,191428.14062,396421.33344,106353.73528,782025.50000,170677.53125,1.28139,0.04074,1.38479,1.17671,1.59693,0.04255,1.71847,1.46609,2.00000,0.00000,2.00000,2.00000,-12.75493,5.05830,-5.84161,-20.00000,49.17634,0.54401,50.64859,47.80278,19.07349,0.37549,20.02102,18.11943,82.07988,14.00008,102.57423,65.09812,-2.36450,2.37298,1.45253,-13.75325,1.41472,0.21773,1.86610,0.81986,55.26413,5.18460,67.64049,45.86629,891.01307,263.41394,1262.46753,339.51465,-861.79224,305.02110,-286.67599,-1256.01526
24,3.799823760986328,7000,-5489.40975,-1105.21516,-5.62761,0.00181,3.79690,0.00106,-5468.69765,-5.04810,0.02554,-4.98961,-5.12388,4.36386,0.07621,4.49640,4.23379,-63.72476,1.06222,-61.08452,-66.90789,3092.52287,71.61555,3248.20288,2939.58350,8463.02346,863.28274,12080.95215,6828.78467,8525.85953,809.10886,11434.70508,6738.38770,0.00642,0.00141,0.01034,0.00212,478116.95766,129924.05001,929316.12500,155781.39062,460229.64820,123910.78812,804512.18750,219257.60938,1.28824,0.04030,1.42427,1.17307,1.58804,0.04307,1.72767,1.47838,2.00000,0.00000,2.00000,2.00000,-11.93968,4.80875,-5.91529,-20.00000,49.26502,0.52878,51.23501,47.96988,19.02974,0.38500,19.97417,17.58941,80.99906,13.31737,102.51532,65.16629,-2.27662,2.15885,2.12746,-9.64044,1.47127,0.21615,1.94905,0.77253,55.12033,5.07541,71.33002,45.58832,893.93702,255.39369,1262.46753,400.99500,-861.29464,307.38982,-321.43112,-1256.01526
25,3.7416110038757324,7200,-5473.43043,-987.44006,-5.61847,0.00157,3.72942,0.00105,-5381.05811,-5.05758,0.02798,-4.98314,-5.11799,4.63581,0.08085,4.77645,4.49776,-66.37383,1.09135,-63.83631,-69.17255,3336.11430,74.94594,3481.30396,3171.55078,10165.27839,1168.31451,14708.98438,8018.45166,10150.95336,976.54609,13505.87500,8352.59668,0.00684,0.00141,0.01168,0.00215,578672.08797,163424.60038,1156701.87500,283882.96875,566478.63977,145145.31855,975341.56250,206343.68750,1.29049,0.04068,1.38292,1.18141,1.58836,0.04174,1.70919,1.50217,2.00000,0.00000,2.00000,2.00000,-12.25631,4.87307,-5.96679,-20.00000,49.28700,0.54464,50.69096,47.92494,18.95584,0.38006,20.11080,17.79897,82.07323,13.27074,102.51254,65.20361,-2.08574,2.01137,2.55202,-9.06402,1.44351,0.19980,1.93321,0.86771,54.61211,4.51472,69.65002,46.10973,877.27314,243.69523,1262.46753,400.99500,-867.20782,305.83292,-332.69287,-1256.01526
26,3.516079902648926,7400,-5476.62669,-1081.61449,-5.59472,0.00166,3.51328,0.00109,-5537.43403,-5.05124,0.02436,-4.98957,-5.12304,4.92372,0.08546,5.07261,4.77789,-68.72918,1.11535,-66.31821,-71.89874,3588.20392,82.98060,3757.82983,3417.48804,12519.36127,2185.14679,23646.43750,9445.77148,11684.40664,1187.57172,15760.01074,8789.71484,0.00748,0.00160,0.01357,0.00394,740353.31172,266983.36657,1843634.50000,325010.21875,600790.72453,168192.50718,1009671.37500,249318.15625,1.28301,0.03831,1.37045,1.18891,1.59494,0.04238,1.73028,1.50883,2.00000,0.00000,2.00000,2.00000,-12.78573,5.12516,-6.04812,-20.00000,49.12732,0.46796,50.53306,48.03941,19.05296,0.35114,20.00088,17.87058,82.99502,13.25147,102.44151,65.05182,-2.45549,2.29906,1.52478,-11.80357,1.43076,0.22013,2.15296,0.78129,54.61508,4.61582,65.72580,45.38044,891.39972,258.08993,1262.46753,359.69614,-840.27311,303.13197,-321.43112,-1256.01526
27,3.417041301727295,7600,-5464.16491,-1079.40511,-5.61658,0.00159,3.40460,0.00138,-5338.36953,-5.05528,0.02653,-4.99068,-5.13605,5.22916,0.09085,5.38717,5.07413,-71.39005,1.12938,-68.13224,-74.97608,3859.23840,84.60997,4060.96338,3657.89722,13294.96492,1194.83124,18872.85938,10430.82422,13192.54055,1219.09873,17162.16406,10242.16992,0.00791,0.00178,0.01565,0.00309,720791.63813,205780.96660,1547446.00000,308271.62500,703614.31031,184793.55548,1268830.87500,269091.46875,1.28679,0.03889,1.38939,1.19393,1.58976,0.04277,1.68621,1.47531,2.00000,0.00000,2.00000,2.00000,-12.41798,5.18771,-5.96679,-20.00000,49.16753,0.52961,50.72952,47.87599,19.03300,0.38397,19.98310,17.95192,81.92416,13.91977,102.68304,65.11207,-2.38467,2.19061,2.04799,-8.84522,1.40262,0.21547,1.93953,0.65573,54.59566,4.62943,69.97698,45.94730,872.19511,251.51934,1262.46753,238.56070,-850.89278,309.22353,-201.55496,-1256.01526
28,3.5679523944854736,7800,-5466.97537,-982.92995,-5.60014,0.00188,3.56445,0.00158,-5461.82830,-5.06141,0.02697,-4.96772,-5.13823,5.55392,0.09672,5.72233,5.38879,-74.31348,1.18331,-71.53838,-77.95132,4156.87793,91.16288,4343.86084,3974.66577,14377.71917,1409.08535,18311.52930,11151.27734,14242.16529,1425.15436,19023.87500,11257.12402,0.00808,0.00185,0.01732,0.00409,765176.87609,208481.39952,1468263.00000,342402.43750,752941.37609,242077.07358,1710325.37500,298907.03125,1.29576,0.03926,1.41279,1.17602,1.58227,0.04140,1.71264,1.48222,2.00000,0.00000,2.00000,2.00000,-12.14657,4.78866,-5.86810,-20.00000,49.35547,0.53118,50.90520,47.33541,18.97447,0.37663,20.20904,17.53834,81.16726,13.16966,102.43024,65.02489,-2.08283,2.00334,2.60140,-10.13321,1.45967,0.20482,1.95611,0.76923,54.10596,4.15548,66.32040,45.92602,882.77921,244.10318,1262.46753,361.92502,-829.43413,291.93814,-321.43112,-1256.01526
29,3.6309258937835693,8000,-5473.09050,-1016.02993,-5.57958,0.00166,3.62796,0.00126,-5532.32745,-5.06156,0.02435,-4.98472,-5.12757,5.89866,0.10223,6.07652,5.72406,-76.56571,1.21046,-73.20306,-79.60016,4455.05773,98.45321,4668.68896,4261.35693,17349.10635,1663.10563,22087.89648,13421.11719,17201.17551,1895.73529,26267.06641,12522.69434,0.00894,0.00187,0.01427,0.00348,903963.47172,218985.28608,1576093.37500,378042.37500,939011.25375,279998.86740,1866405.25000,422068.53125,1.28324,0.03882,1.37042,1.17484,1.59330,0.04040,1.69346,1.49489,2.00000,0.00000,2.00000,2.00000,-12.10661,4.99717,-5.84161,-20.00000,49.15340,0.54806,50.79155,47.58448,19.06198,0.36119,20.04336,17.94127,81.22991,13.35401,102.70072,65.02795,-2.57014,2.34498,1.61400,-10.94713,1.44104,0.19460,2.07845,0.78165,53.28951,4.29136,65.06802,45.89838,838.74438,244.47516,1262.46753,339.51465,-803.30223,300.21075,-298.87085,-1256.01526
30,3.796082019805908,8200,-5473.06440,-1076.74068,-5.59935,0.00169,3.79304,0.00129,-5460.63911,-5.05055,0.02517,-4.98525,-5.12405,6.26280,0.10800,6.45078,6.07835,-78.72618,1.20254,-75.43404,-82.41582,4760.94268,101.78885,5008.28271,4525.07422,20792.46840,1936.24753,28282.05078,16446.50977,20203.86416,1969.33318,26643.35742,16185.41309,0.00973,0.00204,0.01707,0.00455,1048336.59813,260352.62923,1807893.12500,547075.50000,1010985.59375,268254.57944,1910159.62500,447027.56250,1.26774,0.04162,1.37754,1.17376,1.60930,0.04361,1.72321,1.47692,2.00000,0.00000,2.00000,2.00000,-12.33634,4.84193,-6.39490,-20.00000,48.92184,0.52570,50.36298,47.56115,19.15143,0.35946,20.14633,18.27021,81.51176,13.69138,102.78365,65.14456,-2.29675,2.16920,2.24332,-10.63648,1.42287,0.17928,1.91549,0.77473,53.00782,4.33684,66.28411,45.81086,832.54988,243.01881,1262.46753,316.99713,-798.57204,302.55922,-324.47171,-1256.01526
31,3.6212539672851562,8400,-5457.86593,-994.67345,-5.62756,0.00151,3.61836,0.00131,-5350.98963,-5.04971,0.02535,-4.98899,-5.11305,6.64848,0.11468,6.84799,6.45271,-81.21606,1.16785,-78.25038,-84.96375,5102.23199,107.27805,5304.30273,4876.22461,22701.81734,2095.36798,28372.26367,18259.23828,23100.22416,2326.50411,30393.84961,18029.60742,0.01038,0.00211,0.01563,0.00377,1173775.88656,319738.65904,2207683.00000,577325.75000,1214481.60359,356035.06381,2618101.25000,390251.96875,1.26350,0.03822,1.36134,1.13497,1.61263,0.03991,1.74026,1.49659,2.00000,0.00000,2.00000,2.00000,-12.14686,4.93738,-6.45394,-20.00000,48.88247,0.51424,50.29159,47.47393,19.16495,0.36424,19.98933,18.31412,80.53415,13.21060,102.63774,65.17528,-2.21037,2.29193,2.36224,-13.42827,1.40664,0.18772,1.85739,0.91114,52.80073,4.35586,66.64082,45.26115,833.25220,260.67210,1262.46753,342.93387,-796.31339,295.39388,-321.43112,-1256.01526
32,3.5183145999908447,8600,-5458.15951,-917.58361,-4.94414,0.00165,3.51555,0.00106,-5493.92015,-5.06409,0.02484,-5.00170,-5.12422,7.05915,0.12264,7.27249,6.85003,-84.37393,1.12938,-81.55949,-87.53589,5485.24287,110.15666,5711.01465,5252.92041,25154.22545,2722.64837,37711.32031,18738.74023,24585.47228,2796.38893,33789.54688,18456.94141,0.01095,0.00231,0.01933,0.00538,1437460.10312,403565.42672,2975396.75000,624484.12500,1300048.56750,386891.34486,2519603.00000,475214.68750,1.28719,0.03469,1.37514,1.20835,1.59142,0.03925,1.69717,1.48272,2.00000,0.00000,2.00000,2.00000,-12.21660,4.89032,-5.95620,-20.00000,49.18308,0.44643,50.28756,48.03763,19.00801,0.32019,19.80352,18.19713,80.62870,13.31156,102.71257,65.08052,-2.60086,2.40037,1.38405,-11.40234,1.42483,0.20487,1.98471,0.84129,53.08055,4.24363,63.99433,46.09521,834.57544,267.22210,1262.46753,368.90390,-804.12149,325.03845,-287.29193,-1256.01526
33,3.6561365127563477,8800,-5457.22566,-1037.55678,-5.60483,0.00149,3.65357,0.00103,-5546.99261,-5.05991,0.02712,-4.97211,-5.12590,7.49562,0.12945,7.72102,7.27468,-86.48314,1.42214,-82.97643,-89.57966,5857.79103,124.49682,6122.79443,5606.18848,28923.71480,2530.25921,37503.24609,23153.55664,29376.40829,2782.57178,39562.73438,22945.14648,0.01164,0.00234,0.01787,0.00612,1442571.25625,411487.60287,2709004.00000,631365.06250,1525583.33844,409508.74039,2754938.75000,756923.93750,1.26632,0.04517,1.38292,1.14049,1.60991,0.04455,1.71803,1.49787,2.00000,0.00000,2.00000,2.00000,-12.79987,4.92662,-5.91087,-20.00000,48.94364,0.59382,50.66070,47.57663,19.18145,0.38856,20.30752,17.91455,80.97928,12.98700,102.39385,65.10333,-2.07145,2.12050,1.82571,-10.43701,1.40753,0.18490,2.08170,0.81385,52.69743,4.23199,66.99693,44.89498,816.20495,252.85731,1262.46753,357.51675,-791.60740,318.66136,-218.35756,-1256.01526
34,3.7919654846191406,9000,-5459.78893,-1082.25618,-5.59965,0.00159,3.78896,0.00134,-5494.33034,-5.06990,0.02456,-5.00837,-5.13764,7.95920,0.13825,8.19984,7.72333,-89.58882,1.31499,-86.15359,-92.55434,6284.39114,130.52761,6551.18018,5977.59863,31140.88283,2990.31444,39300.93359,23011.74805,31299.41339,3012.17766,45949.48047,24904.95508,0.01261,0.00248,0.02132,0.00687,1585543.59969,450611.98142,2982814.25000,782027.56250,1613451.32937,442501.14226,3224039.75000,736781.06250,1.28466,0.04047,1.39182,1.19513,1.59320,0.04370,1.70455,1.46676,2.00000,0.00000,2.00000,2.00000,-12.24454,4.80994,-6.13798,-20.00000,49.19872,0.52032,50.30432,47.51638,19.03247,0.37036,20.33989,17.99416,78.92915,12.87665,102.37978,65.16238,-2.04650,2.03806,2.46871,-9.09185,1.45150,0.20403,2.17132,0.89530,53.33060,4.03255,67.23225,46.35156,822.53031,234.66841,1262.46753,357.51675,-792.94101,288.70523,-262.27682,-1256.01526
35,3.8135533332824707,9200,-5468.61747,-1017.92591,-5.63515,0.00150,3.81066,0.00132,-5469.34354,-5.06979,0.02578,-5.00052,-5.13914,8.45280,0.14676,8.70815,8.20231,-92.18070,1.32949,-88.92586,-95.74642,6723.54765,136.39594,7044.71973,6426.45166,36432.16686,3660.77871,48916.57031,27178.45898,36777.59251,3756.76060,49047.93750,28517.70703,0.01324,0.00271,0.02372,0.00674,1948375.50687,570874.46850,3521226.50000,782603.37500,2004832.35312,616056.94712,4567858.50000,776738.06250,1.28220,0.04130,1.39462,1.16119,1.59584,0.04459,1.72704,1.47646,2.00000,0.00000,2.00000,2.00000,-12.76093,4.86783,-6.28491,-20.00000,49.19538,0.52286,50.90017,47.97085,19.03421,0.38195,20.19624,17.85619,79.78064,13.04823,102.77122,65.13272,-2.61096,2.23886,2.23402,-8.92261,1.44528,0.19091,1.94963,0.95885,53.50652,4.70622,71.66537,45.67205,828.12071,260.72539,1262.46753,344.09018,-798.60480,318.71849,-279.24765,-1256.01526
36,3.77561092376709,9400,-5472.24666,-1102.72040,-5.59995,0.00187,3.77227,0.00140,-5573.72593,-5.05961,0.02362,-4.99312,-5.12530,8.97503,0.15481,9.24465,8.71078,-94.16538,1.41370,-89.99201,-97.37724,7156.02817,143.94280,7421.27832,6864.61426,43205.97596,3952.82528,58644.58203,34375.00781,43991.41273,3682.51492,52221.97656,33896.33984,0.01380,0.00283,0.02394,0.00730,2174913.44000,579192.98831,4257803.00000,866747.25000,2142166.42062,512651.52494,3493703.00000,818364.25000,1.26667,0.04057,1.37385,1.15517,1.61015,0.03955,1.71269,1.50896,2.00000,0.00000,2.00000,2.00000,-12.88543,5.08205,-6.20760,-20.00000,48.91928,0.53017,50.48801,47.27479,19.14474,0.37049,20.15177,18.12107,80.69470,13.29942,102.54109,65.07158,-2.34684,2.06599,2.36332,-8.98903,1.44732,0.17879,1.91619,0.96535,53.12960,4.39960,70.46240,45.26445,833.87262,265.49454,1262.46753,248.42920,-794.07976,315.55993,-234.79163,-1256.01526
37,3.3926262855529785,9600,-5476.35633,-982.07754,-5.60118,0.00195,3.38953,0.00109,-5379.46621,-5.06203,0.02560,-4.99303,-5.12816,9.52831,0.16482,9.81542,9.24742,-96.89528,1.49993,-93.12525,-100.74004,7647.66471,153.77027,7943.21240,7315.21436,47504.72236,4461.49883,62697.81250,38148.67188,48267.98703,4624.83988,62912.30859,37251.71094,0.01517,0.00316,0.02460,0.00878,2537298.73062,729587.74654,5848573.00000,1143230.50000,2463871.35688,750844.98460,4633607.50000,889031.50000,1.27229,0.04252,1.37024,1.17273,1.60196,0.04432,1.72501,1.50032,2.00000,0.00000,2.00000,2.00000,-12.13462,4.73015,-6.43437,-20.00000,48.99101,0.53135,50.47606,47.71291,19.12776,0.39457,20.29897,18.12359,79.79469,12.49331,102.41800,65.08195,-2.15364,2.11827,2.20555,-11.45638,1.42452,0.18869,1.93570,0.96198,52.91311,4.00489,66.28622,44.54062,821.42788,252.82584,1262.46753,344.09018,-771.95688,291.56963,-262.27682,-1256.01526
38,3.7979228496551514,9800,-5478.77185,-954.91405,-5.31137,0.00150,3.79460,0.00175,-5485.98352,-5.06867,0.02403,-5.00749,-5.12685,10.11776,0.17536,10.42301,9.81836,-99.75819,1.33778,-96.61288,-104.31838,8178.84045,157.84125,8537.00684,7853.75537,52310.17104,5188.29176,70247.55469,40543.03125,52569.32654,5007.99619,73246.41406,41230.63672,0.01587,0.00310,0.02593,0.00864,2841844.16750,658753.01944,4702680.50000,1234425.37500,2603958.75656,731759.10219,5286097.50000,976763.68750,1.28041,0.03794,1.38740,1.19747,1.59726,0.04196,1.70251,1.48211,2.00000,0.00000,2.00000,2.00000,-12.57162,5.05534,-6.08140,-20.00000,49.11383,0.49389,50.54421,47.88597,19.06587,0.35049,20.06046,18.04732,80.87315,12.58463,101.96309,65.08600,-2.37520,2.34060,1.92233,-12.85737,1.39338,0.18982,2.25186,0.86065,52.80946,4.34644,70.09766,45.10634,809.26665,264.76056,1262.46753,323.10300,-778.88574,314.76295,-240.95860,-1256.01526
39,3.473858118057251,10000,-5478.93369,-1022.10521,-5.65703,0.00175,3.47099,0.00107,-5533.94590,-5.07599,0.02527,-5.00778,-5.15788,10.74412,0.18639,11.06837,10.42613,-102.38990,1.47623,-98.62753,-105.94738,8733.03412,174.21395,9102.78125,8372.26953,60158.41766,6771.47606,81309.65625,45343.76953,59897.24566,5931.86196,78834.39844,44664.86719,0.01655,0.00343,0.02677,0.00633,3126351.41000,882017.99834,6192320.00000,1434493.37500,3029408.20187,820574.74358,5512953.50000,1087859.00000,1.28052,0.04135,1.37795,1.17210,1.59720,0.04412,1.71335,1.48987,2.00000,0.00000,2.00000,2.00000,-12.30917,4.93619,-5.64848,-20.00000,49.13137,0.53587,50.61718,47.57121,19.04565,0.37537,20.14066,17.95514,79.93270,12.45275,102.82867,65.12987,-2.17984,1.99335,1.72603,-8.88583,1.41228,0.17567,1.82262,0.88593,52.32498,3.95671,64.34406,45.47624,789.29264,262.71511,1262.46753,361.92502,-730.63400,307.51886,-279.24765,-1256.01526
40,3.697564125061035,10200,-5479.52934,-1098.29604,-5.59996,0.00156,3.69457,0.00136,-5466.59561,-5.06616,0.02763,-4.97259,-5.13957,11.40863,0.19715,11.75144,11.07170,-104.61885,1.43468,-99.72005,-108.14544,9296.95257,178.74857,9671.17969,8887.76855,70990.91988,6386.19042,89324.92969,52958.06250,72829.32395,8353.46631,104916.95312,56564.11328,0.01787,0.00369,0.02952,0.00864,3720689.98375,1039411.51904,6935652.50000,1343924.75000,3895839.16063,1304119.62271,8453103.00000,1365594.50000,1.27438,0.04155,1.35808,1.13077,1.60335,0.04439,1.74687,1.50299,2.00000,0.00000,2.00000,2.00000,-12.49972,4.96542,-6.43437,-20.00000,48.98423,0.55112,50.19928,47.13035,19.13085,0.38255,20.41742,18.08786,80.77799,12.63752,102.23328,65.27179,-2.61103,2.49598,1.86471,-16.14064,1.41239,0.18790,1.88026,0.83449,52.70811,3.99402,66.42442,45.10724,804.06027,248.22964,1262.46753,300.54593,-766.50491,308.14068,-241.81140,-1256.01526
41,3.834791660308838,10400,-5488.95058,-1034.69557,-5.59965,0.00168,3.83169,0.00134,-5445.20197,-5.06881,0.02627,-4.97755,-5.14471,12.11320,0.20989,12.47836,11.75496,-107.45064,1.53322,-102.11751,-111.35596,9929.56119,191.60171,10297.61719,9532.51953,76259.72209,7363.91790,100147.81250,58231.38672,76893.92115,7745.94713,109528.27344,57673.67578,0.01884,0.00409,0.02975,0.00786,4013103.19563,1060744.73419,6769361.50000,1772726.00000,3904130.84938,1064768.21227,7053433.00000,1559478.50000,1.27884,0.04020,1.40050,1.14246,1.59866,0.04248,1.72567,1.47715,2.00000,0.00000,2.00000,2.00000,-12.28173,4.87495,-6.43437,-20.00000,49.08649,0.55010,50.70984,46.78317,19.08060,0.37961,20.38572,17.97417,80.81648,12.75410,102.52336,65.04652,-2.47341,2.35088,1.34985,-12.75694,1.41347,0.19575,1.81857,0.89857,52.21597,3.77309,64.96867,45.92374,781.23916,249.60856,1262.46753,339.26480,-739.88330,311.07551,-251.38225,-1256.01526
42,3.726100444793701,10600,-5488.49359,-910.95249,-5.62356,0.00154,3.72316,0.00133,-5489.35029,-5.07415,0.02601,-5.00929,-5.14488,12.86344,0.22346,13.25192,12.48212,-110.28808,1.42896,-106.56199,-113.91687,10602.35623,201.13644,11009.78613,10153.64258,83352.95006,7027.73750,104974.64844,63028.36328,85750.03496,8474.55851,119241.55469,69007.86719,0.01991,0.00426,0.03017,0.00984,4183720.95812,1152116.87478,8407215.00000,2032011.75000,4429042.98625,1233506.70277,8983448.00000,1861005.50000,1.28630,0.03949,1.41431,1.16968,1.59042,0.04201,1.71350,1.46757,2.00000,0.00000,2.00000,2.00000,-11.93355,4.73362,-6.39053,-20.00000,49.18388,0.50607,50.60702,47.85389,19.03854,0.36520,20.09529,17.86451,79.25365,11.87861,102.83841,65.14046,-2.09471,2.25205,2.08105,-11.37530,1.45299,0.18091,1.99105,0.87804,52.75440,3.93182,66.12201,46.03032,808.00684,238.16396,1262.46753,364.03467,-732.44229,290.75898,-324.47171,-1256.01526
43,3.7614614963531494,10800,-5491.43947,-1090.23087,-5.61249,0.00131,3.75878,0.00130,-5576.45134,-5.07926,0.02501,-5.01539,-5.14279,13.66068,0.23740,14.07382,13.25589,-113.00247,1.59419,-108.02533,-116.82649,11298.32217,220.74241,11807.32715,10726.49512,95005.78895,8380.25617,119906.55469,78591.26562,97938.40965,8959.14550,122530.26562,79409.71875,0.02138,0.00440,0.03678,0.00958,4774625.78250,1271450.16865,8194950.00000,2163830.00000,4970705.50250,1398851.91072,10203017.00000,2554766.50000,1.28892,0.03960,1.39555,1.17227,1.58699,0.04242,1.72795,1.47685,2.00000,0.00000,2.00000,2.00000,-12.03822,4.97441,-5.86810,-20.00000,49.22843,0.52797,50.74557,47.80316,19.03485,0.38764,20.03819,18.06089,80.18055,12.74305,102.55186,65.07555,-2.33325,2.53215,2.03687,-14.74905,1.43789,0.19563,1.88246,0.75591,54.69082,5.72436,73.90556,45.98775,901.19184,328.52238,1534.09338,357.51675,-888.08002,448.80945,-296.36087,-1836.03784
44,3.578787326812744,11000,-5485.46207,-1086.88330,-5.59995,0.00148,3.57544,0.00179,-5434.55638,-5.08476,0.02529,-5.01719,-5.16747,14.50887,0.25234,14.94774,14.07805,-115.81441,1.48277,-111.47074,-119.90840,12047.19824,225.08948,12588.79688,11545.45996,103140.12945,9134.81546,134257.21875,84095.05469,106303.62289,9030.29464,142587.40625,82637.89062,0.02225,0.00500,0.03684,0.00817,5588079.54000,1656377.49984,10915833.00000,2098865.75000,5299799.71875,1378549.06586,10711571.00000,2266837.75000,1.29557,0.03701,1.38347,1.19137,1.57947,0.03948,1.68435,1.47112,2.00000,0.00000,2.00000,2.00000,-11.60742,4.56188,-5.61552,-20.00000,49.30676,0.51591,50.53882,47.58371,19.00820,0.35621,20.06870,17.97737,79.41069,11.77911,102.45260,65.09245,-2.21957,2.10196,1.57064,-8.88309,1.45262,0.22810,2.04575,0.75096,54.98433,5.45981,77.49696,45.89968,892.61967,305.53710,1534.09338,359.69614,-875.23843,422.61706,-321.43112,-1836.03784
