EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,jump_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_state_norm_Mean,Training/pf_state_norm_Std,Training/pf_state_norm_Max,Training/pf_state_norm_Min,Training/pf_task_norm_Mean,Training/pf_task_norm_Std,Training/pf_task_norm_Max,Training/pf_task_norm_Min,Training/pf_action_norm_Mean,Training/pf_action_norm_Std,Training/pf_action_norm_Max,Training/pf_action_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
20,3.2606656551361084,6200,-5201.08025,-669.16750,-2.15342,0.00165,3.25744,0.00151,-4293.09718,-5.23540,0.04305,-5.07460,-5.33875,0.30895,0.00478,0.31727,0.30079,-11.52534,0.15184,-11.02589,-11.95727,38.85145,1.30187,41.70465,35.69621,4.13912,0.67457,5.85165,2.59056,6.11112,1.56033,10.57910,3.58707,3.91529,0.40982,5.65039,2.97195,0.01615,0.00593,0.03610,0.00607,1.35357,0.26255,2.52336,0.86048,512.17260,107.89261,806.78320,169.70665,580.55138,177.15199,1000.06042,205.72371,-0.61549,0.01640,-0.58041,-0.64793,0.08414,0.00347,0.09408,0.07386,-0.36588,0.01918,-0.31778,-0.41587,-1.02932,0.05635,-0.91741,-1.23010,-1.81467,0.14713,-1.45648,-2.20886,2.23848,0.05860,2.38496,2.06615,6.32017,1.07291,9.29062,4.05837,-10.33895,1.27305,-7.87513,-15.33724,-0.02816,0.02865,0.05643,-0.08802,0.64605,0.00936,0.66928,0.61877,1.80910,0.10952,2.10047,1.56307,-1.82401,0.11439,-1.60095,-2.14046
21,3.199882745742798,6400,-5028.81218,-1017.66598,-5.10599,0.00192,3.19669,0.00121,-4004.12335,-5.21788,0.04387,-5.08302,-5.32629,0.29285,0.00453,0.30071,0.28513,-11.78282,0.15831,-11.35558,-12.32279,41.52165,1.32339,44.26952,38.21168,4.08377,0.62469,6.44729,2.73367,6.03295,1.46576,9.67449,3.33016,4.11141,0.43507,5.64879,3.21425,0.01633,0.00576,0.03941,0.00581,1.40191,0.29250,2.51209,0.74091,534.11973,105.91729,805.12134,260.64627,593.66457,172.35145,988.09894,249.97067,-0.65185,0.01565,-0.61479,-0.68107,0.08704,0.00305,0.09547,0.07837,-0.38183,0.01588,-0.33838,-0.41673,-1.09135,0.05914,-0.96817,-1.27415,-1.59647,0.13938,-1.25948,-2.00153,2.25836,0.05448,2.42298,2.12041,6.47337,0.92917,9.37595,4.50511,-10.38569,1.21433,-7.73091,-15.78593,-0.01798,0.02969,0.04624,-0.09004,0.65313,0.00906,0.67914,0.62810,1.80924,0.08741,2.06288,1.59207,-1.89290,0.15594,-1.60937,-2.28743
22,3.238199234008789,6600,-4833.00961,-1182.90498,-6.45038,0.00181,3.23483,0.00149,-4822.90406,-5.21608,0.04432,-5.08994,-5.35244,0.27760,0.00429,0.28505,0.27030,-12.02231,0.14691,-11.68755,-12.39343,44.52740,1.33325,47.24646,40.74303,4.04994,0.54767,5.59220,2.92618,5.95764,1.46785,9.57039,3.44719,4.12611,0.40376,5.47830,3.24801,0.01376,0.00498,0.03190,0.00619,1.24611,0.22071,1.91058,0.82091,547.60269,97.54986,778.87775,287.08310,599.50492,172.18039,963.94165,249.93999,-0.68862,0.01572,-0.65688,-0.72563,0.08870,0.00297,0.09739,0.08245,-0.41171,0.02082,-0.36393,-0.46042,-1.13841,0.05620,-1.00724,-1.32939,-1.38306,0.13456,-0.98124,-1.69712,2.27841,0.05490,2.44685,2.15097,6.84626,1.11728,10.03499,4.80394,-10.12589,1.16041,-7.97674,-14.53462,-0.01165,0.01961,0.02977,-0.06770,0.65708,0.00841,0.67852,0.63783,1.83813,0.07981,2.13002,1.66674,-1.92323,0.15895,-1.66139,-2.42067
23,3.1048343181610107,6800,-4829.59954,-963.34720,-4.29422,0.00175,3.10154,0.00148,-4847.61855,-5.27506,0.04311,-5.15816,-5.39127,0.26313,0.00408,0.27022,0.25617,-12.33187,0.19210,-11.75225,-12.79139,47.43518,1.37206,50.17512,43.49143,4.32492,0.62199,6.32316,3.15439,6.34077,1.50343,10.05863,3.69309,4.44780,0.42432,5.84065,3.61430,0.01624,0.00620,0.03510,0.00577,1.37026,0.23006,2.02550,0.90297,555.03237,90.32372,760.10767,355.71802,611.27517,175.06044,1000.76489,299.31534,-0.72435,0.02013,-0.66942,-0.76299,0.08772,0.00274,0.09665,0.08040,-0.45392,0.02248,-0.38342,-0.50653,-1.16158,0.06894,-1.02418,-1.37665,-1.23863,0.16215,-0.83485,-1.67254,2.26582,0.05764,2.46246,2.11943,6.77243,1.00885,9.81960,4.38047,-10.38447,1.37456,-7.77603,-15.90912,0.00310,0.02817,0.06691,-0.08297,0.65123,0.00872,0.67497,0.62889,1.86838,0.10417,2.27840,1.68180,-1.87619,0.15986,-1.60855,-2.29036
24,2.5579729080200195,7000,-4755.69168,-1024.53894,-6.25290,0.00185,2.55483,0.00124,-4258.66739,-5.26367,0.04417,-5.14503,-5.37334,0.24941,0.00385,0.25610,0.24285,-12.49512,0.18691,-11.93192,-12.91685,50.41135,1.38406,53.35850,47.08657,4.28585,0.58312,6.08147,3.15977,6.34951,1.53072,9.89818,4.09038,4.52203,0.49664,6.61409,3.56833,0.01591,0.00643,0.03797,0.00527,1.34291,0.28145,2.71505,0.75632,577.10600,103.52570,807.33258,349.02060,625.85645,183.86515,1035.81152,284.90765,-0.76221,0.01702,-0.72053,-0.80281,0.09096,0.00368,0.09875,0.08294,-0.45886,0.02794,-0.33947,-0.51995,-1.24130,0.07109,-1.07891,-1.44376,-0.99989,0.15293,-0.53663,-1.38844,2.29232,0.05649,2.45223,2.11345,7.12348,1.04317,11.06503,5.02236,-10.25593,1.38741,-7.15992,-15.69287,0.00104,0.02611,0.07098,-0.07498,0.65594,0.00762,0.67746,0.63855,1.84988,0.08076,2.10784,1.66972,-1.88586,0.15317,-1.65319,-2.33593
25,2.5236876010894775,7200,-4673.51240,-1470.44704,-7.91869,0.00218,2.52021,0.00125,-4145.18661,-5.24906,0.04306,-5.14545,-5.37586,0.23647,0.00363,0.24279,0.23029,-12.62353,0.17340,-12.04207,-12.98160,53.26214,1.38178,56.22950,49.27120,4.19815,0.48838,5.52852,3.19111,6.29140,1.55649,10.13855,3.73091,4.90117,0.51316,6.69761,3.90753,0.01772,0.00644,0.04385,0.00650,1.44735,0.25177,2.37391,0.89492,589.64869,94.02749,814.39777,367.96271,644.55784,191.12049,1086.93799,237.18565,-0.79520,0.01658,-0.76205,-0.83434,0.09894,0.00364,0.10790,0.09054,-0.45046,0.02368,-0.36672,-0.50431,-1.27622,0.06179,-1.13101,-1.48442,-0.75657,0.15889,-0.22584,-1.08663,2.31450,0.05699,2.45258,2.13790,7.36568,0.91357,9.84255,5.20488,-9.89716,1.23769,-7.61222,-15.19715,0.00070,0.02230,0.04776,-0.06012,0.66216,0.00859,0.69526,0.64067,1.91268,0.09632,2.27053,1.70293,-1.90253,0.14672,-1.68430,-2.27831
26,2.5477330684661865,7400,-4561.00689,-1000.73797,-4.53914,0.00200,2.54445,0.00123,-4394.36788,-5.23288,0.04123,-5.13250,-5.35365,0.22430,0.00341,0.23023,0.21851,-12.64309,0.22963,-12.04227,-13.21485,56.12264,1.30044,58.86736,52.93486,4.51944,0.66562,6.87802,3.01871,6.71746,1.64267,12.07428,4.22170,5.13929,0.58139,7.01389,3.88017,0.01967,0.00738,0.04316,0.00626,1.52380,0.31847,2.53305,0.92977,607.64589,109.26783,888.01349,355.67764,663.60089,198.44837,1167.39417,198.27184,-0.82305,0.01832,-0.78598,-0.86794,0.10676,0.00414,0.11870,0.09772,-0.44626,0.02718,-0.37994,-0.51526,-1.35580,0.08169,-1.20204,-1.57106,-0.46030,0.19165,0.06469,-0.87837,2.37979,0.05843,2.53003,2.22327,8.17243,1.08669,12.09832,6.03816,-9.81957,1.15087,-7.78863,-13.66705,-0.01546,0.02463,0.04462,-0.08269,0.68070,0.01135,0.70872,0.65260,1.97482,0.10046,2.27592,1.74617,-1.96627,0.11198,-1.70155,-2.26373
27,2.5404462814331055,7600,-4512.51038,-963.69037,-4.61164,0.00192,2.53722,0.00126,-4976.22199,-5.22124,0.04183,-5.10471,-5.36338,0.21289,0.00320,0.21846,0.20745,-12.64514,0.19368,-12.24806,-13.22316,58.97354,1.36284,62.26822,55.55021,4.48155,0.56173,6.16992,3.28941,6.56911,1.65905,11.03829,3.93037,5.27815,0.52506,7.00503,4.39761,0.01780,0.00708,0.04690,0.00593,1.43532,0.27579,2.25878,0.80578,622.84389,97.94361,866.43201,356.62823,684.28571,204.88756,1136.34900,298.49347,-0.85035,0.01637,-0.79933,-0.88158,0.11273,0.00328,0.12123,0.10650,-0.43624,0.03354,-0.34899,-0.51062,-1.39998,0.09578,-1.22895,-1.64688,-0.17586,0.15684,0.12631,-0.66193,2.42326,0.06141,2.62809,2.29233,8.35665,0.98088,11.55764,6.21422,-9.81590,1.41998,-7.23006,-15.46859,-0.01977,0.02204,0.03910,-0.08766,0.69571,0.00837,0.71535,0.67877,2.00732,0.10480,2.23811,1.76288,-2.04617,0.10598,-1.73864,-2.39503
28,3.0033929347991943,7800,-4736.22999,-888.30753,-3.84470,0.00201,2.99963,0.00167,-6589.62359,-5.23022,0.04440,-5.06698,-5.32915,0.20215,0.00301,0.20739,0.19703,-12.60973,0.24301,-11.98689,-13.24425,61.53131,1.33243,64.15435,58.28279,4.76480,0.62499,6.72977,3.31045,6.83979,1.65042,11.26154,3.64170,5.57154,0.53737,7.60462,4.47873,0.02044,0.00750,0.04579,0.00703,1.51135,0.27507,2.60184,0.87054,640.74005,97.15909,954.09387,395.87430,698.99480,201.67683,1164.96399,286.45758,-0.88200,0.01869,-0.84403,-0.92733,0.11799,0.00301,0.12611,0.11074,-0.42376,0.04176,-0.30346,-0.52133,-1.44088,0.08990,-1.23692,-1.69495,0.11094,0.18332,0.52815,-0.30617,2.45312,0.05737,2.62564,2.29094,8.78952,1.04231,12.31874,6.29336,-9.58648,1.32721,-6.91027,-14.70896,-0.01923,0.02268,0.04105,-0.07176,0.70853,0.00836,0.72944,0.68551,2.04557,0.11042,2.48246,1.78197,-2.10785,0.12825,-1.83710,-2.43052
29,3.100020170211792,8000,-4800.96105,-952.62874,-4.65339,0.00208,3.09668,0.00122,-5677.79988,-5.27992,0.04481,-5.17534,-5.39703,0.19205,0.00284,0.19698,0.18721,-12.58209,0.25649,-12.00548,-13.41679,64.21270,1.39179,67.62208,60.84260,5.22929,0.70665,7.78508,3.56846,7.29139,1.70766,11.46959,4.44672,5.75294,0.52060,7.63685,4.86652,0.02085,0.00909,0.05381,0.00839,1.50499,0.28419,2.36946,0.91279,662.85272,112.43234,918.86328,364.21091,718.72034,212.59958,1212.17578,246.60860,-0.91587,0.01868,-0.86652,-0.95400,0.12279,0.00321,0.13101,0.11620,-0.43051,0.04013,-0.32594,-0.52074,-1.51373,0.12461,-1.32197,-1.80931,0.37311,0.17748,0.76410,-0.14786,2.46152,0.05608,2.68318,2.29347,9.03347,1.02265,12.89575,6.83289,-9.47882,1.29717,-6.90219,-14.77674,-0.01954,0.02748,0.06356,-0.09224,0.71505,0.00868,0.73762,0.69258,2.10750,0.11866,2.39845,1.80631,-2.18858,0.14263,-1.88177,-2.61183
30,3.0789880752563477,8200,-4754.59911,-1063.58352,-5.38593,0.00167,3.07575,0.00150,-3829.47774,-5.24955,0.04263,-5.10897,-5.35301,0.18252,0.00267,0.18716,0.17799,-12.44328,0.24574,-11.87674,-13.18822,66.76347,1.38575,69.98224,63.73515,5.33226,0.84811,9.12790,3.73175,7.53409,1.82308,13.19374,4.22510,6.30427,0.63763,8.05207,5.08929,0.02348,0.00838,0.05584,0.00627,1.70578,0.33281,2.73289,1.00708,682.69740,150.01548,1136.42725,287.38309,740.70508,220.08384,1251.24854,215.17229,-0.95039,0.01775,-0.90968,-0.98526,0.13132,0.00316,0.13840,0.12449,-0.39462,0.04684,-0.24700,-0.48203,-1.53188,0.08868,-1.34814,-1.78922,0.68272,0.17156,1.08854,0.18667,2.49237,0.05768,2.63205,2.34807,9.56797,1.08513,12.81332,7.15476,-9.21970,1.37719,-6.34986,-14.70045,-0.01292,0.02588,0.04880,-0.08906,0.72752,0.00879,0.74958,0.70246,2.17207,0.13174,2.55005,1.89601,-2.22926,0.14406,-1.94280,-2.64560
31,3.1142191886901855,8400,-4913.48575,-1495.71747,-8.20946,0.00189,3.11077,0.00149,-5592.98975,-5.27738,0.04249,-5.15703,-5.37555,0.17359,0.00250,0.17794,0.16933,-12.25966,0.22185,-11.62679,-12.79133,69.45401,1.40069,72.92099,65.98160,5.44373,0.76357,7.78085,3.74230,7.72304,1.89893,13.13605,4.54568,6.43858,0.63910,8.78598,5.22630,0.02094,0.00834,0.05268,0.00628,1.68116,0.35232,2.89866,0.92923,709.49895,140.94707,1081.26172,376.20929,767.67073,235.19601,1360.84302,267.08984,-0.98239,0.01592,-0.94782,-1.01809,0.13844,0.00378,0.14768,0.13124,-0.35235,0.04956,-0.22853,-0.46590,-1.55039,0.08951,-1.38132,-1.81748,0.99730,0.15355,1.35223,0.68670,2.52084,0.05994,2.68518,2.36368,9.89057,1.08678,12.68338,7.59186,-9.10868,1.56142,-6.17221,-14.45389,-0.00047,0.02525,0.05484,-0.06535,0.74107,0.00901,0.76491,0.71930,2.21049,0.13355,2.60611,1.95520,-2.27177,0.16764,-1.97492,-2.75875
32,3.133723258972168,8600,-4953.95526,-857.36218,-4.44158,0.00193,3.13047,0.00126,-5227.59926,-5.25912,0.03725,-5.15910,-5.35402,0.16521,0.00234,0.16929,0.16122,-12.02666,0.32272,-11.20921,-12.75760,72.05939,1.34885,74.81136,68.08103,5.35434,0.78616,8.05956,4.00375,7.42193,1.77748,12.41942,4.82401,6.77625,0.60193,8.61109,5.46561,0.02265,0.00958,0.05742,0.00768,1.75806,0.32382,2.73729,1.08044,737.08186,146.25964,1126.66821,356.95389,780.65050,225.15023,1297.21667,383.51517,-1.01634,0.01999,-0.97294,-1.05940,0.15010,0.00481,0.15974,0.13945,-0.32305,0.05657,-0.18219,-0.44000,-1.62615,0.09058,-1.45393,-1.84835,1.31917,0.20256,1.82594,0.93407,2.57391,0.05780,2.74523,2.44371,10.60968,1.09149,14.04366,8.24316,-8.97720,1.39799,-5.68298,-13.55284,0.00784,0.02381,0.05896,-0.04835,0.75359,0.00936,0.78209,0.73334,2.25450,0.11921,2.57325,2.03002,-2.36101,0.18144,-2.00877,-2.77841
33,3.132075309753418,8800,-4857.50820,-1255.45709,-6.20346,0.00201,3.12852,0.00148,-3883.14792,-5.30128,0.04322,-5.18980,-5.43514,0.15733,0.00222,0.16118,0.15356,-11.83807,0.25760,-11.15610,-12.40095,74.54617,1.37693,77.32516,71.32423,5.87581,0.84504,8.85653,4.08284,8.08346,1.86354,12.83868,4.76165,7.04390,0.66960,8.77603,5.83376,0.02238,0.00923,0.05332,0.00676,1.81426,0.33631,2.64248,1.06684,749.72401,129.08941,1040.49829,413.55945,801.74611,231.41865,1319.94714,323.57419,-1.04877,0.01837,-1.00305,-1.09304,0.15956,0.00379,0.16814,0.15331,-0.29553,0.05460,-0.16986,-0.43342,-1.66588,0.09530,-1.47040,-1.92925,1.59779,0.16414,2.02756,1.28624,2.58760,0.05838,2.79995,2.44421,10.93591,1.03685,13.65148,8.68388,-8.66186,1.36743,-6.14174,-16.09208,0.00004,0.02646,0.05959,-0.07922,0.76182,0.00706,0.77877,0.74148,2.26720,0.10718,2.50729,2.02872,-2.44033,0.16961,-2.10799,-2.84316
34,3.106370449066162,9000,-4874.07674,-872.48203,-2.76970,0.00188,3.10314,0.00128,-4424.35282,-5.32407,0.04265,-5.18630,-5.41356,0.14988,0.00210,0.15352,0.14632,-11.62599,0.32258,-10.71617,-12.60227,76.94630,1.39346,79.46458,73.24998,5.92238,0.79693,7.97772,4.26763,8.30386,2.06030,14.12625,4.97477,7.42623,0.72999,9.65776,6.15574,0.02335,0.00875,0.05939,0.00923,1.89044,0.37187,3.00255,1.19761,773.27770,132.84440,1139.42090,481.57849,838.02322,252.22071,1464.06555,315.11282,-1.07883,0.01747,-1.03704,-1.12130,0.17183,0.00454,0.18251,0.16309,-0.26224,0.05092,-0.11948,-0.37128,-1.71038,0.08922,-1.56003,-2.01033,1.87307,0.19018,2.41268,1.34196,2.61059,0.06620,2.81348,2.45656,11.41997,1.21166,14.99541,8.79580,-8.51834,1.48395,-5.65831,-13.76961,-0.01603,0.02339,0.04900,-0.07777,0.76998,0.01074,0.80216,0.74973,2.29264,0.10365,2.61919,2.01088,-2.50860,0.17322,-2.14010,-2.95422
35,3.151750087738037,9200,-4912.53318,-1508.53672,-7.76800,0.00195,3.14829,0.00144,-4529.75098,-5.29273,0.04416,-5.16368,-5.42802,0.14289,0.00195,0.14629,0.13959,-11.20279,0.31672,-10.37010,-11.91761,79.17053,1.33912,81.95306,75.99276,6.03634,0.77726,10.60289,4.02626,8.44498,1.97235,13.28597,5.22758,7.61060,0.64702,10.16853,6.15882,0.02335,0.00854,0.05178,0.00953,1.89362,0.35120,2.93641,1.10911,810.61312,128.66024,1165.15845,375.85208,856.40344,247.71473,1463.12439,387.41321,-1.11422,0.01917,-1.07823,-1.14734,0.18423,0.00453,0.19342,0.17375,-0.22426,0.05641,-0.06449,-0.35068,-1.76584,0.09506,-1.59154,-2.08220,2.24081,0.19106,2.71053,1.81901,2.64876,0.07090,2.85773,2.40072,12.01663,1.17970,14.56126,9.44657,-8.34144,1.46926,-5.56555,-13.23442,-0.02031,0.02783,0.03992,-0.08388,0.78573,0.00943,0.81347,0.76411,2.34703,0.12979,2.73784,2.08933,-2.58403,0.17054,-2.17320,-3.08544
36,3.0757460594177246,9400,-4971.77567,-1188.91608,-5.58948,0.00186,3.07262,0.00121,-4986.79279,-5.30872,0.04452,-5.20525,-5.42759,0.13639,0.00182,0.13956,0.13329,-10.80750,0.31313,-10.11883,-11.73233,81.61678,1.41674,84.35317,77.73672,6.07979,0.82681,8.28470,4.10561,8.39481,1.98561,13.11621,5.04315,8.08893,0.72221,10.13884,6.50614,0.02400,0.00895,0.05183,0.00938,2.04126,0.34454,2.96528,1.27287,825.14406,144.77607,1270.41760,411.82153,885.11429,259.51566,1461.47681,405.34659,-1.14510,0.01697,-1.10462,-1.18770,0.19685,0.00411,0.20567,0.18773,-0.21829,0.05555,-0.00131,-0.32296,-1.81067,0.09917,-1.65151,-2.20828,2.57411,0.17303,2.96108,2.08679,2.69245,0.06773,2.84020,2.50073,12.31939,1.14557,15.63554,10.08821,-8.11559,1.55175,-5.03010,-14.24568,-0.03110,0.02390,0.02588,-0.08284,0.79983,0.00868,0.82244,0.77972,2.40807,0.12405,2.76113,2.16198,-2.67853,0.14512,-2.34029,-3.04755
37,3.106783866882324,9600,-4975.75593,-794.13096,-3.33771,0.00190,3.10362,0.00122,-5016.02459,-5.28243,0.04369,-5.15054,-5.41061,0.13027,0.00172,0.13326,0.12736,-10.46086,0.35660,-9.30887,-11.23168,83.59947,1.31312,86.46319,80.33419,6.27956,0.90883,9.08848,4.54963,8.65071,2.08374,14.04508,5.35267,8.31669,0.69185,10.55424,6.69588,0.02522,0.00900,0.05600,0.01012,2.05964,0.36845,3.07347,1.16989,851.07483,168.94603,1339.99683,407.11877,916.76266,267.91390,1518.02173,376.21671,-1.17388,0.01983,-1.11418,-1.23018,0.20851,0.00428,0.22074,0.19851,-0.20888,0.05358,-0.05390,-0.33094,-1.87019,0.08621,-1.70821,-2.20672,2.86634,0.19324,3.47451,2.44033,2.70487,0.06747,2.92282,2.54483,12.72673,1.08527,15.66613,9.93377,-7.78962,1.64851,-5.12097,-14.55314,-0.03588,0.02538,0.03056,-0.10735,0.81004,0.00995,0.83530,0.78325,2.46321,0.11684,2.98730,2.20754,-2.67894,0.14457,-2.36917,-3.07870
38,3.135485887527466,9800,-4749.24276,-1172.09379,-5.08843,0.00188,3.13208,0.00146,-4324.49189,-5.23762,0.04208,-5.13343,-5.39615,0.12453,0.00160,0.12733,0.12182,-9.96647,0.41045,-8.98135,-11.29709,85.44265,1.05070,87.47304,81.64999,6.50719,1.11018,11.00293,4.36123,7.10912,2.31742,14.29734,4.65983,8.68855,0.83126,11.61622,6.69963,0.02460,0.00915,0.06030,0.01067,2.11956,0.41050,3.52797,1.24188,877.26307,189.97079,1336.59558,424.29901,697.43861,254.69569,1506.72827,274.10254,-1.20231,0.01887,-1.14901,-1.24106,0.22067,0.00483,0.23049,0.20883,-0.16337,0.06136,0.01698,-0.28817,-1.91226,0.08856,-1.75400,-2.24845,3.21459,0.21503,3.72843,2.54124,2.73392,0.06910,2.94169,2.55004,13.20488,1.25469,17.03179,10.44642,-7.57067,1.63375,-4.72814,-14.07023,-0.02966,0.02088,0.04382,-0.07464,0.82707,0.01198,0.85542,0.79019,2.53523,0.12869,3.16312,2.28103,-2.67712,0.12259,-2.35054,-2.99684
39,3.079925537109375,10000,-4725.74898,-821.96593,-3.06375,0.00183,3.07657,0.00145,-5442.86202,-5.24222,0.04396,-5.11018,-5.38182,0.11923,0.00147,0.12180,0.11676,-9.24484,0.51643,-7.81819,-10.33211,87.21685,0.72642,89.27483,85.52347,6.52724,0.79698,8.80121,4.92497,5.63118,0.80599,8.67648,3.79439,9.31518,0.85644,13.32283,7.56249,0.02373,0.00864,0.06040,0.00863,2.17076,0.45221,4.20029,1.17157,919.12571,145.93401,1223.19226,562.20117,579.28211,135.72042,979.17316,263.40393,-1.23854,0.02427,-1.18650,-1.30322,0.23505,0.00588,0.24823,0.22146,-0.10891,0.06408,0.05275,-0.29658,-1.97246,0.07783,-1.80417,-2.22888,3.65167,0.25900,4.35523,3.10993,2.76869,0.06468,2.93607,2.60172,13.77856,1.22983,17.97050,10.94343,-7.15439,1.48404,-4.32255,-12.96651,-0.03413,0.02387,0.02201,-0.08897,0.84747,0.01081,0.87593,0.82167,2.61652,0.10650,2.94415,2.31601,-2.75663,0.13171,-2.43342,-3.06984
40,3.1047351360321045,10200,-4923.34165,-563.18834,-1.28108,0.00184,3.10164,0.00121,-5805.40448,-5.26846,0.04396,-5.17056,-5.36575,0.11444,0.00134,0.11674,0.11215,-8.52151,0.38677,-7.62979,-9.34003,88.94954,0.88123,90.50652,85.61861,7.13309,1.01543,10.71928,5.09947,5.87533,0.84788,8.91784,4.07036,10.23969,0.84105,13.44038,8.37620,0.02696,0.01076,0.07674,0.00939,2.40818,0.43512,3.97349,1.48724,955.29893,175.32979,1385.08472,538.84326,630.20116,171.82833,1027.31042,273.16000,-1.26559,0.02095,-1.21568,-1.31755,0.25049,0.00408,0.26080,0.24150,-0.07664,0.07397,0.11492,-0.25346,-2.00730,0.06391,-1.87178,-2.20176,4.06845,0.18287,4.48553,3.68546,2.82153,0.07246,2.99534,2.65614,14.25922,1.26483,19.16603,12.04650,-7.04142,1.47982,-4.56312,-12.67247,-0.02944,0.02418,0.03146,-0.08751,0.87264,0.01183,0.90041,0.84176,2.70178,0.10442,3.01855,2.42032,-2.80289,0.12435,-2.47781,-3.11002
41,3.1166367530822754,10400,-4909.15076,-1092.34384,-5.39733,0.00157,3.11381,0.00120,-5451.08087,-5.27198,0.04345,-5.13604,-5.37002,0.10998,0.00121,0.11212,0.10796,-7.71015,0.54821,-6.42779,-8.85677,90.45444,0.92559,92.85899,87.97317,7.62082,1.14331,11.41804,5.32632,6.22864,0.87108,9.46267,4.50953,10.46823,0.78319,13.62288,8.52636,0.02577,0.00837,0.05445,0.00921,2.31364,0.41234,3.64006,1.25471,998.17040,206.58187,1557.02075,503.55106,726.30459,149.22600,1174.83813,297.22318,-1.29346,0.02626,-1.22877,-1.35281,0.26344,0.00578,0.27957,0.25230,-0.01772,0.09517,0.21755,-0.22052,-2.07816,0.07789,-1.92657,-2.34569,4.50602,0.26182,5.10333,3.97398,2.88248,0.06799,3.07988,2.65461,15.25160,1.47586,20.23312,12.46538,-6.58838,1.45829,-3.68513,-13.13029,-0.02314,0.02375,0.03671,-0.09697,0.89881,0.01191,0.93180,0.87031,2.81677,0.14221,3.27526,2.48635,-2.88400,0.15159,-2.55304,-3.27440
42,3.1269052028656006,10600,-4849.70317,-1452.46896,-6.99514,0.00182,3.12361,0.00141,-4633.12332,-5.28151,0.04368,-5.16325,-5.40844,0.10605,0.00108,0.10794,0.10423,-6.77703,0.53598,-5.34221,-8.16770,91.68060,1.18776,93.96459,88.38493,8.13605,1.04950,11.09180,5.82708,6.76309,0.95707,10.04504,4.91669,11.40558,0.91780,15.21879,9.46880,0.02972,0.01037,0.07579,0.01116,2.67727,0.46031,4.43700,1.51140,1053.78023,176.48700,1439.58447,623.42230,770.87239,146.99157,1108.77551,452.67465,-1.32156,0.02380,-1.26499,-1.36477,0.27989,0.00456,0.28970,0.26909,0.06614,0.10111,0.28557,-0.16780,-2.10910,0.07177,-1.92270,-2.31061,4.97896,0.24576,5.62887,4.33428,2.92129,0.06937,3.12466,2.72426,15.82464,1.51772,22.02899,12.91016,-6.41721,1.59572,-3.43576,-12.69807,-0.01180,0.02312,0.05686,-0.06116,0.92723,0.01260,0.95903,0.89870,2.98194,0.19086,3.47784,2.55541,-2.95230,0.17329,-2.62244,-3.42448
